TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0001228", "DNA-binding transcription activator activity, RNA polymerase II-specific", 2.46797703180212, -4.94428108140216, -4.42863749514592, 2.65127801399814, -31.4570240896087, 0.785045831253749, 0, null, False
"GO:0003714", "transcription corepressor activity", 1.02694346289753, null, null, 2.2718416065365, -2.57020000067253, 0.795626204282596, 0.48403421, 1228, True
"GO:0004879", "nuclear receptor activity", 0.287102473498233, null, null, 1.72427586960079, -3.67858610477038, 0.828131249562243, 0.49664097, 1228, True
"GO:0001227", "DNA-binding transcription repressor activity, RNA polymerase II-specific", 1.70605123674912, null, null, 2.49136169383427, -18.0865085723646, 0.790248820912541, 0.6105082, 1228, True
"GO:0000981", "DNA-binding transcription factor activity, RNA polymerase II-specific", 7.65790636042403, null, null, 3.14238946611884, -53.6722957960376, 0.762038823475326, 0.744026, 1228, True
"GO:0003700", "DNA-binding transcription factor activity", 7.93396643109541, null, null, 3.15775888604686, -31.5150787948502, 0.777169783551625, 0.78534639, 1228, True
"GO:0003713", "transcription coactivator activity", 1.49624558303887, null, null, 2.4345689040342, -2.29937726491823, 0.791432970784159, 0.79652736, 1228, True
"GO:0008134", "transcription factor binding", 3.125, -2.65697111762636, 6.1804977769475, 2.75358305889291, -20.1524958159961, 0.986615483764452, 0, null, False
"GO:0070888", "E-box binding", 0.265017667844523, 6.97911989258315, -0.147709440879773, 1.69019608002851, -4.09593883552935, 0.772702385835513, 0.00239943, null, False
"GO:0000978", "RNA polymerase II cis-regulatory region sequence-specific DNA binding", 6.65304770318021, null, null, 3.08134730780413, -57.8672988970952, 0.668248672792208, 0.58113747, 70888, True
"GO:0043565", "sequence-specific DNA binding", 9.29770318021201, null, null, 3.22659990520736, -22.5672079473656, 0.707530449032624, 0.67308873, 70888, True
"GO:1990837", "sequence-specific double-stranded DNA binding", 8.7345406360424, null, null, 3.19948091486236, -29.1976827382949, 0.666306284567943, 0.83939271, 70888, True
"GO:0000987", "cis-regulatory region sequence-specific DNA binding", 6.76347173144876, null, null, 3.0884904701824, -7.55951970434913, 0.670503961048066, 0.84208537, 70888, True
"GO:0000976", "transcription cis-regulatory region binding", 8.42535335689046, null, null, 3.18383903705642, -17.2954176308199, 0.660336845053498, 0.87975251, 70888, True
"GO:0000977", "RNA polymerase II transcription regulatory region sequence-specific DNA binding", 7.90083922261484, null, null, 3.15594301797184, -8.03860823292538, 0.663301383723801, 0.90341521, 70888, True
"GO:1990841", "promoter-specific chromatin binding", 0.342314487632509, 5.89331804669036, -4.69246965358212, 1.79934054945358, -5.82298497520232, 0.957143133800946, 0.0024666, null, False
"GO:0031490", "chromatin DNA binding", 0.563162544169611, null, null, 2.01283722470517, -5.07169090091263, 0.761260375643567, 0.61641512, 1990841, True
"GO:0003682", "chromatin binding", 3.15812720848057, -2.71286243307696, -0.208458145056891, 2.75815462196739, -7.10504760638726, 0.995179188998604, 0.00325851, null, False
"GO:0008270", "zinc ion binding", 4.5881183745583, 2.26883203701202, -6.96432659596847, 2.92012332629072, -3.24465582916781, 0.964672760532124, 0.00344995, null, False
"GO:0046872", "metal ion binding", 23.4871908127208, null, null, 3.62889956442061, -2.27693238409658, 0.963137684759818, 0.47857463, 8270, True
"GO:0071837", "HMG box domain binding", 0.0772968197879859, 1.23892972275475, 2.92944105838109, 1.17609125905568, -3.67858610477038, 0.990706682543681, 0.01179935, null, False
"GO:0070412", "R-SMAD binding", 0.126987632508834, -1.80183661086325, -6.58607940761448, 1.38021124171161, -3.99448447577831, 0.990306311357047, 0.01237734, null, False
"GO:0002039", "p53 binding", 0.364399293286219, -5.4950787676336, 3.62351994681488, 1.82607480270083, -2.12728916826626, 0.989331765165305, 0.01381424, null, False
"GO:0008013", "beta-catenin binding", 0.47482332155477, 5.2321678818019, 5.32907198324343, 1.93951925261862, -3.83709105627195, 0.989056057789832, 0.01422902, null, False
"GO:0031625", "ubiquitin protein ligase binding", 1.63427561837456, 1.59489285491622, -2.84039930167344, 2.47275644931721, -2.64688632040824, 0.987562271058012, 0.01654932, null, False
"GO:0061629", "RNA polymerase II-specific DNA-binding transcription factor binding", 1.65636042402827, 1.32424692300939, 7.10208544931491, 2.47856649559384, -12.0246307055826, 0.801823222896138, 0.01657868, null, False
"GO:0043425", "bHLH transcription factor binding", 0.149072438162544, null, null, 1.44715803134222, -3.99448447577831, 0.833299878201228, 0.70543911, 61629, True
"GO:0051059", "NF-kappaB binding", 0.160114840989399, null, null, 1.47712125471966, -2.40012944002046, 0.829427581190915, 0.71022293, 61629, True
"GO:0016922", "nuclear receptor binding", 0.800574204946996, null, null, 2.16435285578444, -3.41087805082988, 0.808900677402605, 0.83825175, 61629, True
"GO:0140297", "DNA-binding transcription factor binding", 2.18087455830389, null, null, 2.59769518592551, -4.88686147525859, 0.811606828521099, 0.84719535, 61629, True
"GO:0046983", "protein dimerization activity", 5.6481890459364, -6.69388946067569, -0.513750934919455, 3.01029995663981, -3.21553888982968, 0.985634458440035, 0.01978667, null, False
"GO:0003677", "DNA binding", 13.7477915194346, 6.90797944187569, 0.958341752210309, 3.39637372753651, -13.5264716895626, 0.768127103986966, 0.29901559, null, False
