TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0006366", "transcription by RNA polymerase II", 1.35677539713947, 4.44675160198608, -2.35571634720584, 2.38201704257487, -4.46243649430253, 0.965028880062211, 0, null, False
"GO:0006367", "transcription initiation from RNA polymerase II promoter", 0.30527446435638, null, null, 1.74036268949424, -4.46243649430253, 0.967114907750729, 0.74256746, 6366, True
"GO:0035019", "somatic stem cell population maintenance", 0.186556617106676, -5.48351323614335, 5.27458038228375, 1.53147891704226, -7.14481002691766, 0.898436281322733, 0, null, False
"GO:1902895", "positive regulation of pri-miRNA transcription by RNA polymerase II", 0.237435694499406, 0.64805582031994, 6.79751388090982, 1.63346845557959, -13.6398152653593, 0.850336970135341, 0, null, False
"GO:1902894", "negative regulation of pri-miRNA transcription by RNA polymerase II", 0.0961049239640455, null, null, 1.25527250510331, -4.28450909717352, 0.872233309300632, 0.88609493, 1902895, True
"GO:1904837", "beta-catenin-TCF complex assembly", 0.00565323082141444, 4.28927449633626, -4.41928281017984, 0.301029995663981, -2.05344686226267, 0.992799425231515, 0.00340203, null, False
"GO:0033173", "calcineurin-NFAT signaling cascade", 0.0678387698569733, 0.393163357456033, -3.92541264046955, 1.11394335230684, -3.47627007707064, 0.922877116458577, 0.0263057, null, False
"GO:0008285", "negative regulation of cell population proliferation", 3.92334219006162, 2.81383363135616, -5.43644478499347, 2.84198480459011, -4.46243649430253, 0.927475438954402, 0.03780599, null, False
"GO:0050680", "negative regulation of epithelial cell proliferation", 0.717960314319634, null, null, 2.10720996964787, -2.07746845134286, 0.938539071240053, 0.52858121, 8285, True
"GO:0030111", "regulation of Wnt signaling pathway", 1.79207417038838, 5.16026393650369, 3.56402260083509, 2.50242711998443, -4.01971809662544, 0.956296529144735, 0.04833139, null, False
"GO:0042127", "regulation of cell population proliferation", 9.24868562383402, 1.29126798139018, -1.27947153295977, 3.21404867941194, -2.40873005347468, 0.95375838418165, 0.06244746, null, False
"GO:0009612", "response to mechanical stimulus", 1.22109785742552, 1.47827824221228, -6.4919044466568, 2.33645973384853, -3.47627007707064, 0.939960752681358, 0.0745408, null, False
"GO:0034644", "cellular response to UV", 0.514444004748714, null, null, 1.96378782734556, -2.57911655968703, 0.939399127598768, 0.53701067, 9612, True
"GO:1900740", "positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway", 0.0226129232856578, 4.89045033932531, 1.06667540521327, 0.698970004336019, -2.56082413868033, 0.931407052743054, 0.11077185, null, False
"GO:0001503", "ossification", 1.49810616767483, -6.27329300868659, -4.60177752937104, 2.42488163663107, -4.45679140247441, 0.922565656440346, 0.12000157, null, False
"GO:0035914", "skeletal muscle cell differentiation", 0.271355079427893, -7.43484457336511, 0.405901048710466, 1.69019608002851, -4.82194759311369, 0.811436360496428, 0.13112365, null, False
"GO:0007517", "muscle organ development", 1.58855786081746, null, null, 2.45024910831936, -4.24882366731797, 0.813735266767797, 0.70267126, 35914, True
"GO:0045666", "positive regulation of neuron differentiation", 0.514444004748714, 2.63423488210737, 3.46879751515608, 1.96378782734556, -3.44745547693052, 0.878638174212944, 0.14136655, null, False
"GO:0045648", "positive regulation of erythrocyte differentiation", 0.180903386285262, null, null, 1.51851393987789, -2.26549410708733, 0.889079163854553, 0.50520414, 45666, True
"GO:0010718", "positive regulation of epithelial to mesenchymal transition", 0.277008310249307, null, null, 1.69897000433602, -3.44745547693052, 0.885036626501529, 0.52449485, 45666, True
"GO:0051149", "positive regulation of muscle cell differentiation", 0.35615354174911, null, null, 1.80617997398389, -3.32592338688385, 0.882517625001647, 0.53657959, 45666, True
"GO:0045597", "positive regulation of cell differentiation", 4.64695573520267, null, null, 2.91539983521227, -2.9194007816908, 0.855853828446758, 0.5908392, 45666, True
"GO:0045595", "regulation of cell differentiation", 8.37243484651478, null, null, 3.17084820364331, -3.40587169697625, 0.897431325769403, 0.63190082, 45666, True
"GO:0048589", "developmental growth", 1.97863078749505, -4.59719879886054, 2.93136880147137, 2.54530711646582, -4.01971809662544, 0.881370311749741, 0.16261577, null, False
"GO:0045540", "regulation of cholesterol biosynthetic process", 0.10175815478546, -2.3553644499007, 7.89827839517984, 1.27875360095283, -3.54733555137227, 0.924291262144012, 0.17082059, null, False
"GO:0019221", "cytokine-mediated signaling pathway", 2.00124371078071, -1.27339656231115, -5.83184065752082, 2.55022835305509, -3.44745547693052, 0.826258631313669, 0.17376106, null, False
"GO:0071773", "cellular response to BMP stimulus", 0.514444004748714, null, null, 1.96378782734556, -2.91592485904234, 0.87070665572933, 0.42563346, 19221, True
"GO:0034097", "response to cytokine", 4.52823788795297, null, null, 2.90417436828416, -2.31470221265061, 0.890461645211647, 0.45999559, 19221, True
"GO:0060333", "interferon-gamma-mediated signaling pathway", 0.0621855390355588, null, null, 1.07918124604762, -2.24996877411556, 0.840101200997942, 0.55010284, 19221, True
"GO:0070102", "interleukin-6-mediated signaling pathway", 0.0791452314998021, null, null, 1.17609125905568, -2.82337689156997, 0.862427776219163, 0.56210532, 19221, True
"GO:0060337", "type I interferon signaling pathway", 0.107411385606874, null, null, 1.30102999566398, -2.12502657669412, 0.833585169186406, 0.57807685, 19221, True
"GO:0007179", "transforming growth factor beta receptor signaling pathway", 0.520097235570128, null, null, 1.96848294855394, -2.90954155159358, 0.830515234940613, 0.67877285, 19221, True
"GO:0060395", "SMAD protein signal transduction", 0.344847080106281, null, null, 1.79239168949825, -2.87033795894486, 0.872219930763693, 0.83208748, 19221, True
"GO:0030509", "BMP signaling pathway", 0.423992311606083, null, null, 1.88081359228079, -2.31470221265061, 0.826382842152021, 0.9769318, 19221, True
"GO:0043065", "positive regulation of apoptotic process", 2.8209621798858, 2.96569725651818, 5.49609133753911, 2.69897000433602, -2.69896919379387, 0.904788519525078, 0.18095424, null, False
"GO:0043525", "positive regulation of neuron apoptotic process", 0.310927695177794, null, null, 1.7481880270062, -2.57911655968703, 0.921540369896815, 0.73601929, 43065, True
"GO:0023019", "signal transduction involved in regulation of gene expression", 0.118717847249703, 0.00371367531776141, 4.92689004523854, 1.34242268082221, -3.10876183400864, 0.879698777945869, 0.1828936, null, False
"GO:0042593", "glucose homeostasis", 1.06280739442591, 5.79477391503702, 0.576669373890966, 2.27646180417324, -2.01289363944685, 0.95143193354049, 0.19295317, null, False
"GO:0071333", "cellular response to glucose stimulus", 0.412685849963254, null, null, 1.86923171973098, -2.01890128212818, 0.85220192100952, 0.89500354, 42593, True
"GO:0043967", "histone H4 acetylation", 0.30527446435638, 5.14111129058243, -1.39565259225162, 1.74036268949424, -2.07746845134286, 0.977612827844692, 0.20523177, null, False
"GO:0000083", "regulation of transcription involved in G1/S transition of mitotic cell cycle", 0.113064616428289, -1.08459586812544, 7.54445275898583, 1.32221929473392, -2.26549410708733, 0.894784172395684, 0.20795716, null, False
"GO:0006977", "DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest", 0.107411385606874, null, null, 1.30102999566398, -2.24996877411556, 0.889338629885969, 0.50786529, 83, True
"GO:0001701", "in utero embryonic development", 2.05777601899486, -4.76070608965908, 0.524684356119186, 2.56229286445647, -3.57376142995209, 0.819468611954328, 0.20983531, null, False
"GO:0001756", "somitogenesis", 0.333540618463452, null, null, 1.77815125038364, -3.03459917645024, 0.821138548712069, 0.68048623, 1701, True
"GO:0043011", "myeloid dendritic cell differentiation", 0.113064616428289, -5.98243249743577, -1.54019859589471, 1.32221929473392, -3.02621710589429, 0.817445456598724, 0.22965678, null, False
"GO:0030183", "B cell differentiation", 0.65012154446266, null, null, 2.06445798922692, -2.42426598137808, 0.789131686312495, 0.68721574, 43011, True
"GO:0031018", "endocrine pancreas development", 0.209169540392334, -7.11850378317964, -1.62606517408184, 1.57978359661681, -3.02621710589429, 0.840602186183411, 0.24135297, null, False
"GO:0021983", "pituitary gland development", 0.243088925320821, null, null, 1.64345267648619, -2.31470221265061, 0.82243962335784, 0.81655248, 31018, True
"GO:0001649", "osteoblast differentiation", 0.717960314319634, -6.15834416804274, 2.87070572209724, 2.10720996964787, -3.60854238883985, 0.853814807543951, 0.24743086, null, False
"GO:0048663", "neuron fate commitment", 0.350500310927695, -7.4586042331848, 1.41901184557329, 1.79934054945358, -3.35686166205447, 0.827645713501999, 0.25341059, null, False
"GO:0048666", "neuron development", 4.49431850302448, null, null, 2.90091306773767, -2.24043246990529, 0.77301708308753, 0.62243496, 48663, True
