TermID, Name, Frequency, PlotX, PlotY, LogSize, Value, Uniqueness, Dispensability, Representative, Eliminated
"GO:0002376", "immune system process", 13.2568262762169, 5.30939371930081, -2.39569333080322, 3.37032800777951, -5.61566617267868, 1, 0, null, False
"GO:0006367", "transcription initiation from RNA polymerase II promoter", 0.30527446435638, 3.09393670323573, -0.547167665528528, 1.74036268949424, -12.8530684753162, 0.956097312556928, 0, null, False
"GO:0006366", "transcription by RNA polymerase II", 1.35677539713947, null, null, 2.38201704257487, -4.57145720062393, 0.951591766535181, 0.74256746, 6367, True
"GO:0006351", "transcription, DNA-templated", 2.17084063542314, null, null, 2.5854607295085, -2.54107282932157, 0.950297643762672, 0.92105723, 6367, True
"GO:0035019", "somatic stem cell population maintenance", 0.186556617106676, -5.64367765438909, -3.95287330003844, 1.53147891704226, -6.09505138072349, 0.861486532929135, 0, null, False
"GO:1902895", "positive regulation of pri-miRNA transcription by RNA polymerase II", 0.237435694499406, -1.12344615187487, -6.2008456831703, 1.63346845557959, -16.513006812331, 0.88121741174271, 0, null, False
"GO:1902894", "negative regulation of pri-miRNA transcription by RNA polymerase II", 0.0961049239640455, null, null, 1.25527250510331, -4.71639647549958, 0.889879589310004, 0.88609493, 1902895, True
"GO:0042593", "glucose homeostasis", 1.06280739442591, 1.01982207148517, 2.17364483646331, 2.27646180417324, -3.50044124595583, 0.952574230687602, 0.0214976, null, False
"GO:0055088", "lipid homeostasis", 0.85363785403358, null, null, 2.18184358794477, -3.03870795551757, 0.953398848653146, 0.5595157, 42593, True
"GO:0030522", "intracellular receptor signaling pathway", 0.785799084176607, 2.63621699544543, 6.01244740038587, 2.14612803567824, -9.85575524561633, 0.927916888263425, 0.03222324, null, False
"GO:0008285", "negative regulation of cell population proliferation", 3.92334219006162, 1.97641480524788, -6.3459358359884, 2.84198480459011, -4.55310707898535, 0.940686864372477, 0.0434027, null, False
"GO:0030111", "regulation of Wnt signaling pathway", 1.79207417038838, 5.74488127241317, -0.724557217708987, 2.50242711998443, -2.33586524308627, 0.968379705727096, 0.04833139, null, False
"GO:0042127", "regulation of cell population proliferation", 9.24868562383402, 5.54291199542193, 2.44075446929391, 3.21404867941194, -5.27885289339068, 0.960479740270093, 0.06244746, null, False
"GO:0051726", "regulation of cell cycle", 5.60800497484312, 5.58870284251894, 0.910770974681743, 2.99694924849538, -2.76174935585645, 0.963276273680434, 0.06668746, null, False
"GO:0001503", "ossification", 1.49810616767483, -6.08807733280829, 5.70849426235848, 2.42488163663107, -2.20315932977139, 0.895381255688014, 0.12000157, null, False
"GO:0045666", "positive regulation of neuron differentiation", 0.514444004748714, 3.068474962294, -4.36105809613947, 1.96378782734556, -5.00131754755297, 0.901124764803502, 0.14136655, null, False
"GO:0045648", "positive regulation of erythrocyte differentiation", 0.180903386285262, null, null, 1.51851393987789, -3.78587204073242, 0.917849667381988, 0.50520414, 45666, True
